customer_id,customer_name,gender,age,city,signup_date,state,customer_segment
10119,Customer 10119,Female,51,Jaipur,2023-02-25,Rajasthan,Regular
10120,Customer 10120,Female,27,Mumbai,2022-03-02,Maharashtra,Regular
10121,Customer 10121,Female,24,Delhi,2023-08-02,Delhi,VIP
10122,Customer 10122,Male,42,Coimbatore,2025-06-03,Tamil Nadu,New
10123,Customer 10123,Female,44,Delhi,2023-08-02,Delhi,Regular
10124,Customer 10124,Female,32,Hyderabad,2023-10-02,Telangana,Loyal
10125,Customer 10125,Male,49,Mumbai,2022-04-21,Maharashtra,Loyal
10126,Customer 10126,Male,45,Ahmedabad,2023-05-06,Gujarat,Loyal
10127,Customer 10127,Female,26,Hyderabad,2022-02-03,Telangana,Loyal
10128,Customer 10128,Male,24,Hyderabad,2022-07-31,Telangana,New
10129,Customer 10129,Male,33,Kolkata,2022-05-05,West Bengal,Regular
10130,Customer 10130,Female,43,Nagpur,2025-01-31,Maharashtra,Loyal
10131,Customer 10131,Other,52,Mumbai,2025-02-17,Maharashtra,New
10132,Customer 10132,Male,34,Hyderabad,2024-06-12,Telangana,New
10133,Customer 10133,Female,40,Nagpur,2022-11-27,Maharashtra,Loyal
10134,Customer 10134,Male,25,Nagpur,2023-02-16,Maharashtra,Loyal
10135,Customer 10135,Female,19,Mumbai,2024-07-22,Maharashtra,Regular
10136,Customer 10136,Female,48,Kolkata,2025-04-01,West Bengal,VIP
10137,Customer 10137,Female,49,Mysuru,2023-10-26,Karnataka,Loyal
10138,Customer 10138,Male,46,Noida,2024-12-24,Uttar Pradesh,VIP
10139,Customer 10139,Female,20,Coimbatore,2025-05-24,Tamil Nadu,Loyal
10140,Customer 10140,Female,25,Noida,2023-08-26,Uttar Pradesh,Regular
10141,Customer 10141,Male,19,Delhi,2022-01-26,Delhi,Loyal
10142,Customer 10142,Male,48,Ahmedabad,2023-10-31,Gujarat,Loyal
10143,Customer 10143,Male,54,Coimbatore,2023-08-07,Tamil Nadu,Loyal
10144,Customer 10144,Male,37,Delhi,2024-12-03,Delhi,Loyal
10145,Customer 10145,Female,46,Hyderabad,2025-01-18,Telangana,New
10146,Customer 10146,Male,34,Ahmedabad,2025-03-02,Gujarat,Regular
10147,Customer 10147,Male,27,Pune,2025-03-30,Maharashtra,Regular
10148,Customer 10148,Female,58,Mumbai,2023-01-15,Maharashtra,Loyal
10149,Customer 10149,Male,39,Coimbatore,2023-01-04,Tamil Nadu,Loyal
10150,Customer 10150,Female,23,Coimbatore,2025-02-08,Tamil Nadu,Regular
10151,Customer 10151,Male,60,Kochi,2025-01-05,Kerala,Regular
10152,Customer 10152,Female,51,Hyderabad,2022-07-28,Telangana,Loyal
10153,Customer 10153,Female,48,Mysuru,2024-11-02,Karnataka,Regular
10154,Customer 10154,Female,29,Nagpur,2022-01-25,Maharashtra,New
10155,Customer 10155,Male,29,Ahmedabad,2023-06-30,Gujarat,Regular
10156,Customer 10156,Female,33,Hyderabad,2025-03-09,Telangana,Loyal
10157,Customer 10157,Male,42,Chennai,2022-10-02,Tamil Nadu,Loyal
10158,Customer 10158,Male,39,Kolkata,2024-05-23,West Bengal,Regular
10159,Customer 10159,Male,44,Nagpur,2022-08-10,Maharashtra,New
10160,Customer 10160,Female,41,Mumbai,2024-11-26,Maharashtra,Regular
10161,Customer 10161,Male,29,Nagpur,2024-05-24,Maharashtra,Loyal
10162,Customer 10162,Female,35,Mysuru,2025-02-26,Karnataka,Loyal
10163,Customer 10163,Male,62,Kochi,2022-08-06,Kerala,Regular
10164,Customer 10164,Male,64,Nagpur,2025-06-25,Maharashtra,New
10165,Customer 10165,Female,33,Mumbai,2022-04-21,Maharashtra,Loyal
10166,Customer 10166,Male,21,Mysuru,2024-03-26,Karnataka,Regular
10167,Customer 10167,Female,29,Noida,2023-12-09,Uttar Pradesh,Regular
10168,Customer 10168,Male,50,Coimbatore,2022-05-27,Tamil Nadu,Loyal
10169,Customer 10169,Female,39,Kochi,2023-07-06,Kerala,VIP
10170,Customer 10170,Female,35,Coimbatore,2022-05-14,Tamil Nadu,Loyal
10171,Customer 10171,Male,50,Kolkata,2023-04-09,West Bengal,Regular
10172,Customer 10172,Male,44,Delhi,2024-05-13,Delhi,Regular
10173,Customer 10173,Female,59,Noida,2025-04-29,Uttar Pradesh,New
10174,Customer 10174,Female,36,Noida,2025-04-01,Uttar Pradesh,New
10175,Customer 10175,Male,31,Ahmedabad,2023-04-01,Gujarat,Regular
10176,Customer 10176,Male,42,Jaipur,2024-12-20,Rajasthan,New
10177,Customer 10177,Female,51,Nagpur,2024-10-25,Maharashtra,Loyal
10178,Customer 10178,Female,41,Coimbatore,2024-11-26,Tamil Nadu,New
10179,Customer 10179,Male,55,Mumbai,2023-04-05,Maharashtra,Regular
10180,Customer 10180,Male,40,Bengaluru,2025-05-25,Karnataka,Regular
10181,Customer 10181,Male,22,Jaipur,2022-05-19,Rajasthan,Regular
10182,Customer 10182,Female,61,Bengaluru,2023-09-10,Karnataka,Regular
10183,Customer 10183,Male,53,Kochi,2025-01-27,Kerala,Loyal
10184,Customer 10184,Other,41,Mysuru,2023-11-11,Karnataka,Regular
10185,Customer 10185,Male,53,Coimbatore,2024-08-18,Tamil Nadu,Loyal
10186,Customer 10186,Male,22,Coimbatore,2023-08-22,Tamil Nadu,Regular
10187,Customer 10187,Female,56,Jaipur,2023-08-19,Rajasthan,New
10188,Customer 10188,Female,23,Kolkata,2025-06-01,West Bengal,Regular
10189,Customer 10189,Female,62,Jaipur,2022-01-11,Rajasthan,Regular
10190,Customer 10190,Male,53,Bengaluru,2022-11-23,Karnataka,Loyal
10191,Customer 10191,Female,62,Jaipur,2023-01-14,Rajasthan,Loyal
10192,Customer 10192,Female,21,Coimbatore,2022-08-19,Tamil Nadu,New
10193,Customer 10193,Female,27,Kolkata,2025-03-10,West Bengal,New
10194,Customer 10194,Male,18,Nagpur,2023-09-10,Maharashtra,Regular
10195,Customer 10195,Male,38,Chennai,2024-02-04,Tamil Nadu,VIP
10196,Customer 10196,Male,57,Ahmedabad,2022-02-18,Gujarat,New
10197,Customer 10197,Female,56,Pune,2023-03-27,Maharashtra,Loyal
10198,Customer 10198,Male,54,Noida,2023-05-06,Uttar Pradesh,Regular
10199,Customer 10199,Female,20,Jaipur,2025-05-13,Rajasthan,Regular
10200,Customer 10200,Female,64,Kochi,2023-02-11,Kerala,Regular
10201,Customer 10201,Female,48,Delhi,2024-12-10,Delhi,Regular
10202,Customer 10202,Female,44,Mysuru,2022-06-24,Karnataka,Regular
10203,Customer 10203,Male,34,Chennai,2023-04-25,Tamil Nadu,New
10204,Customer 10204,Male,40,Ahmedabad,2022-08-11,Gujarat,New
10205,Customer 10205,Male,30,Ahmedabad,2022-09-26,Gujarat,New
10206,Customer 10206,Female,64,Ahmedabad,2024-03-20,Gujarat,Regular
10207,Customer 10207,Male,44,Ahmedabad,2024-06-11,Gujarat,Regular
10208,Customer 10208,Female,37,Bengaluru,2024-06-19,Karnataka,Regular
10209,Customer 10209,Male,63,Kochi,2024-07-07,Kerala,Regular
10210,Customer 10210,Male,30,Kochi,2022-11-14,Kerala,Regular
10211,Customer 10211,Male,61,Kolkata,2023-01-20,West Bengal,Regular
10212,Customer 10212,Female,41,Noida,2023-09-18,Uttar Pradesh,Regular
10213,Customer 10213,Female,58,Coimbatore,2025-05-27,Tamil Nadu,Loyal
10214,Customer 10214,Male,20,Ahmedabad,2024-12-13,Gujarat,New
10215,Customer 10215,Female,60,Delhi,2025-05-08,Delhi,VIP
10216,Customer 10216,Male,27,Coimbatore,2023-10-05,Tamil Nadu,New
10217,Customer 10217,Other,18,Kochi,2023-12-05,Kerala,VIP
10218,Customer 10218,Female,30,Mumbai,2022-11-01,Maharashtra,Loyal
10219,Customer 10219,Male,31,Mumbai,2025-06-22,Maharashtra,Loyal
10220,Customer 10220,Female,50,Delhi,2024-04-21,Delhi,Loyal
10221,Customer 10221,Male,19,Kolkata,2025-05-16,West Bengal,New
10222,Customer 10222,Female,19,Kochi,2023-05-26,Kerala,New
10223,Customer 10223,Male,56,Delhi,2022-06-12,Delhi,Regular
10224,Customer 10224,Female,58,Bengaluru,2024-01-08,Karnataka,Regular
10225,Customer 10225,Male,48,Jaipur,2022-12-07,Rajasthan,Regular
10226,Customer 10226,Female,21,Delhi,2024-07-20,Delhi,Regular
10227,Customer 10227,Female,51,Nagpur,2023-06-14,Maharashtra,New
10228,Customer 10228,Female,36,Coimbatore,2022-02-03,Tamil Nadu,Regular
10229,Customer 10229,Female,54,Chennai,2024-09-24,Tamil Nadu,Regular
10230,Customer 10230,Female,26,Hyderabad,2022-11-19,Telangana,Regular
10231,Customer 10231,Male,41,Kolkata,2025-04-19,West Bengal,VIP
10232,Customer 10232,Male,30,Delhi,2022-12-13,Delhi,Regular
10233,Customer 10233,Male,61,Kochi,2025-04-30,Kerala,Regular
10234,Customer 10234,Other,47,Mysuru,2023-12-22,Karnataka,Regular
10235,Customer 10235,Male,36,Mumbai,2025-06-23,Maharashtra,Loyal
10236,Customer 10236,Female,58,Nagpur,2022-09-02,Maharashtra,New
10237,Customer 10237,Female,27,Noida,2023-11-09,Uttar Pradesh,VIP
10238,Customer 10238,Male,59,Ahmedabad,2024-07-03,Gujarat,Regular
10239,Customer 10239,Male,61,Hyderabad,2023-12-24,Telangana,Regular
10240,Customer 10240,Male,31,Kolkata,2024-09-30,West Bengal,VIP
10241,Customer 10241,Male,57,Chennai,2022-05-13,Tamil Nadu,VIP
10242,Customer 10242,Male,37,Hyderabad,2025-05-05,Telangana,Regular
10243,Customer 10243,Male,21,Delhi,2024-06-28,Delhi,New
10244,Customer 10244,Female,55,Bengaluru,2022-02-18,Karnataka,Loyal
10245,Customer 10245,Female,61,Mumbai,2024-12-23,Maharashtra,Regular
10246,Customer 10246,Male,56,Kochi,2025-02-01,Kerala,Regular
10247,Customer 10247,Male,22,Mumbai,2022-08-01,Maharashtra,New
10248,Customer 10248,Male,59,Noida,2022-04-29,Uttar Pradesh,Regular
10249,Customer 10249,Female,49,Bengaluru,2024-05-05,Karnataka,Loyal
10250,Customer 10250,Female,23,Ahmedabad,2024-01-31,Gujarat,Regular
10251,Customer 10251,Male,31,Kochi,2023-11-10,Kerala,VIP
10252,Customer 10252,Male,23,Coimbatore,2024-06-13,Tamil Nadu,New
10253,Customer 10253,Female,31,Pune,2025-06-19,Maharashtra,New
10254,Customer 10254,Female,29,Nagpur,2022-10-07,Maharashtra,Regular
10255,Customer 10255,Male,44,Mumbai,2023-02-28,Maharashtra,Loyal
10256,Customer 10256,Female,43,Mysuru,2022-12-29,Karnataka,VIP
10257,Customer 10257,Male,29,Mumbai,2024-10-17,Maharashtra,Loyal
10258,Customer 10258,Male,25,Hyderabad,2022-11-10,Telangana,New
10259,Customer 10259,Female,27,Mumbai,2025-04-05,Maharashtra,VIP
10260,Customer 10260,Female,33,Kolkata,2024-02-09,West Bengal,Loyal
10261,Customer 10261,Male,43,Mumbai,2024-12-22,Maharashtra,New
10262,Customer 10262,Female,25,Pune,2022-09-29,Maharashtra,Regular
10263,Customer 10263,Male,58,Pune,2024-11-26,Maharashtra,Regular
10264,Customer 10264,Female,62,Ahmedabad,2024-11-05,Gujarat,Regular
10265,Customer 10265,Male,46,Chennai,2022-12-09,Tamil Nadu,VIP
10266,Customer 10266,Female,37,Coimbatore,2022-12-12,Tamil Nadu,New
10267,Customer 10267,Female,34,Mysuru,2022-08-21,Karnataka,Regular
10268,Customer 10268,Male,36,Mumbai,2024-09-16,Maharashtra,Regular
10269,Customer 10269,Female,34,Mumbai,2023-07-30,Maharashtra,Regular
10270,Customer 10270,Female,56,Nagpur,2023-02-20,Maharashtra,Loyal
10271,Customer 10271,Female,18,Kochi,2024-06-23,Kerala,Regular
10272,Customer 10272,Male,46,Pune,2022-09-24,Maharashtra,Regular
10273,Customer 10273,Female,31,Mysuru,2024-09-23,Karnataka,VIP
10274,Customer 10274,Female,34,Ahmedabad,2024-01-14,Gujarat,Loyal
10275,Customer 10275,Male,30,Noida,2024-06-29,Uttar Pradesh,Regular
10276,Customer 10276,Female,46,Chennai,2023-03-19,Tamil Nadu,Regular
10277,Customer 10277,Male,51,Coimbatore,2023-07-14,Tamil Nadu,Regular
10278,Customer 10278,Male,44,Bengaluru,2022-03-17,Karnataka,Loyal
10279,Customer 10279,Female,63,Coimbatore,2022-09-04,Tamil Nadu,Loyal
10280,Customer 10280,Female,50,Kolkata,2023-08-03,West Bengal,Regular
10281,Customer 10281,Female,46,Hyderabad,2022-11-09,Telangana,Loyal
10282,Customer 10282,Male,54,Kolkata,2023-07-30,West Bengal,New
10283,Customer 10283,Female,56,Mumbai,2022-12-09,Maharashtra,New
10284,Customer 10284,Male,36,Chennai,2023-12-16,Tamil Nadu,Regular
10285,Customer 10285,Male,63,Hyderabad,2025-04-20,Telangana,Regular
10286,Customer 10286,Male,41,Mysuru,2024-09-10,Karnataka,New
10287,Customer 10287,Female,31,Bengaluru,2023-12-27,Karnataka,Loyal
10288,Customer 10288,Female,64,Pune,2023-09-24,Maharashtra,Regular
10289,Customer 10289,Female,54,Chennai,2023-02-03,Tamil Nadu,Loyal
10290,Customer 10290,Female,22,Chennai,2025-06-18,Tamil Nadu,Loyal
10291,Customer 10291,Male,41,Kolkata,2023-12-15,West Bengal,Loyal
10292,Customer 10292,Female,51,Mumbai,2024-07-12,Maharashtra,Regular
10293,Customer 10293,Male,48,Delhi,2022-10-19,Delhi,Regular
10294,Customer 10294,Female,47,Ahmedabad,2022-02-23,Gujarat,Regular
10295,Customer 10295,Male,26,Kolkata,2025-03-14,West Bengal,Regular
10296,Customer 10296,Female,44,Chennai,2024-09-09,Tamil Nadu,Loyal
10297,Customer 10297,Female,45,Jaipur,2023-04-22,Rajasthan,Regular
10298,Customer 10298,Female,59,Nagpur,2022-01-22,Maharashtra,Regular
10299,Customer 10299,Male,43,Bengaluru,2025-06-13,Karnataka,Regular
10300,Customer 10300,Male,35,Ahmedabad,2024-11-18,Gujarat,VIP
10301,Customer 10301,Female,53,Kolkata,2023-11-26,West Bengal,New
10302,Customer 10302,Male,25,Bengaluru,2022-06-09,Karnataka,New
10303,Customer 10303,Female,35,Nagpur,2024-06-28,Maharashtra,Loyal
10304,Customer 10304,Female,37,Noida,2023-06-14,Uttar Pradesh,New
10305,Customer 10305,Male,49,Nagpur,2022-04-11,Maharashtra,New
10306,Customer 10306,Female,46,Nagpur,2025-04-11,Maharashtra,Regular
10307,Customer 10307,Female,35,Bengaluru,2022-12-09,Karnataka,Regular
10308,Customer 10308,Male,24,Coimbatore,2023-08-02,Tamil Nadu,Regular
10309,Customer 10309,Female,18,Bengaluru,2025-04-29,Karnataka,Regular
10310,Customer 10310,Male,45,Delhi,2024-02-29,Delhi,Loyal
10311,Customer 10311,Female,50,Mumbai,2024-04-24,Maharashtra,Loyal
10312,Customer 10312,Female,21,Hyderabad,2022-05-05,Telangana,VIP
10313,Customer 10313,Female,37,Coimbatore,2024-06-08,Tamil Nadu,Regular
10314,Customer 10314,Female,53,Pune,2023-10-31,Maharashtra,New
10315,Customer 10315,Male,48,Hyderabad,2023-05-18,Telangana,VIP
10316,Customer 10316,Female,55,Mumbai,2022-06-22,Maharashtra,New
10317,Customer 10317,Male,45,Kolkata,2024-06-05,West Bengal,Loyal
10318,Customer 10318,Female,20,Ahmedabad,2022-04-30,Gujarat,New
10319,Customer 10319,Female,23,Delhi,2022-09-30,Delhi,Loyal
10320,Customer 10320,Male,62,Delhi,2024-07-01,Delhi,VIP
10321,Customer 10321,Male,40,Pune,2024-05-25,Maharashtra,Regular
10322,Customer 10322,Female,24,Coimbatore,2024-05-07,Tamil Nadu,Regular
10323,Customer 10323,Female,53,Kochi,2022-09-18,Kerala,Regular
10324,Customer 10324,Male,18,Noida,2025-02-21,Uttar Pradesh,Regular
10325,Customer 10325,Male,23,Nagpur,2022-10-05,Maharashtra,New
10326,Customer 10326,Male,41,Coimbatore,2022-04-03,Tamil Nadu,Loyal
10327,Customer 10327,Female,54,Ahmedabad,2024-08-16,Gujarat,Regular
10328,Customer 10328,Male,62,Noida,2024-04-02,Uttar Pradesh,Regular
10329,Customer 10329,Female,53,Delhi,2022-05-08,Delhi,Regular
10330,Customer 10330,Male,41,Bengaluru,2023-06-16,Karnataka,Regular
10331,Customer 10331,Female,55,Ahmedabad,2024-02-12,Gujarat,New
10332,Customer 10332,Male,62,Mumbai,2022-06-16,Maharashtra,Loyal
10333,Customer 10333,Female,46,Pune,2024-04-10,Maharashtra,Loyal
10334,Customer 10334,Male,54,Mumbai,2022-08-24,Maharashtra,Regular
10335,Customer 10335,Female,62,Kochi,2024-11-21,Kerala,New
10336,Customer 10336,Male,49,Ahmedabad,2025-06-08,Gujarat,Loyal
10337,Customer 10337,Female,42,Mysuru,2022-07-10,Karnataka,New
10338,Customer 10338,Female,27,Mysuru,2023-10-19,Karnataka,New
10339,Customer 10339,Male,52,Kolkata,2023-09-05,West Bengal,Regular
10340,Customer 10340,Female,42,Coimbatore,2022-09-12,Tamil Nadu,Regular
10341,Customer 10341,Female,44,Delhi,2024-08-30,Delhi,New
10342,Customer 10342,Male,62,Delhi,2024-12-15,Delhi,VIP
10343,Customer 10343,Male,49,Nagpur,2023-10-11,Maharashtra,Regular
10344,Customer 10344,Male,29,Nagpur,2022-04-16,Maharashtra,Loyal
10345,Customer 10345,Female,21,Nagpur,2022-07-11,Maharashtra,New
10346,Customer 10346,Female,59,Bengaluru,2024-09-29,Karnataka,Loyal
10347,Customer 10347,Male,43,Hyderabad,2022-06-24,Telangana,Regular
10348,Customer 10348,Female,20,Chennai,2023-09-27,Tamil Nadu,New
10349,Customer 10349,Female,34,Hyderabad,2022-03-26,Telangana,Loyal
10350,Customer 10350,Female,26,Mumbai,2024-08-05,Maharashtra,Loyal
10351,Customer 10351,Female,46,Hyderabad,2023-12-29,Telangana,New
10352,Customer 10352,Female,18,Bengaluru,2025-05-24,Karnataka,Loyal
10353,Customer 10353,Female,35,Kolkata,2024-11-03,West Bengal,Regular
10354,Customer 10354,Male,58,Mumbai,2024-11-26,Maharashtra,Loyal
10355,Customer 10355,Female,37,Hyderabad,2024-11-16,Telangana,Loyal
10356,Customer 10356,Female,58,Bengaluru,2022-03-11,Karnataka,New
10357,Customer 10357,Male,51,Chennai,2022-06-03,Tamil Nadu,New
10358,Customer 10358,Female,45,Hyderabad,2024-02-04,Telangana,Regular
10359,Customer 10359,Female,52,Bengaluru,2022-09-28,Karnataka,VIP
10360,Customer 10360,Female,33,Kochi,2023-06-25,Kerala,Regular
10361,Customer 10361,Male,38,Nagpur,2025-01-02,Maharashtra,Regular
