order_item_id,order_id,product_id,quantity,unit_price,discount
100,500062,265,2,25674.53,0.1
101,500063,48,3,72060.02,0.15
102,500064,151,2,3719.47,0.0
103,500065,343,1,19819.77,0.0
104,500066,22,1,4303.17,0.05
105,500066,261,1,28309.38,0.1
106,500067,366,1,1908.63,0.0
107,500068,131,3,6407.05,0.05
108,500069,158,1,1831.29,0.1
109,500070,279,1,10325.32,0.1
110,500070,188,1,9849.24,0.0
111,500071,383,1,3238.95,0.05
112,500072,166,1,6262.21,0.1
113,500072,356,1,5989.46,0.15
114,500072,113,1,4968.89,0.0
115,500073,454,1,6130.8,0.1
116,500073,246,1,26448.95,0.0
117,500073,45,2,11674.3,0.05
118,500074,356,1,5989.46,0.0
119,500074,39,4,11781.72,0.1
120,500075,401,2,25995.66,0.2
121,500075,263,1,13346.12,0.05
122,500075,130,2,13458.74,0.05
123,500076,253,1,26060.75,0.0
124,500077,424,1,3545.25,0.2
125,500077,397,1,2418.45,0.05
126,500077,126,1,9524.82,0.05
127,500077,93,1,7531.02,0.0
128,500078,496,1,4826.39,0.05
129,500079,346,1,10411.02,0.0
130,500080,377,1,11029.08,0.2
131,500081,342,2,110627.26,0.05
132,500081,291,1,10498.47,0.0
133,500082,165,2,46456.53,0.05
134,500082,299,3,4078.9,0.1
135,500082,276,1,22855.25,0.05
136,500082,475,2,9662.06,0.05
137,500083,220,1,66995.64,0.1
138,500084,107,2,19252.6,0.1
139,500084,64,1,24113.89,0.0
140,500084,174,3,119540.81,0.15
141,500085,453,3,6526.22,0.0
142,500086,294,2,14904.28,0.0
143,500087,29,1,24030.68,0.0
144,500088,5,1,4738.63,0.0
145,500088,237,4,24754.1,0.05
146,500089,162,2,7237.27,0.0
147,500089,90,1,3455.71,0.0
148,500090,471,2,113683.78,0.05
149,500091,158,1,1831.29,0.1
150,500091,105,1,9372.98,0.05
151,500091,290,1,11179.88,0.1
152,500091,387,4,31686.25,0.0
153,500092,393,3,43868.72,0.15
154,500093,334,3,8011.5,0.0
155,500094,171,2,101513.96,0.05
156,500094,239,1,6454.06,0.1
157,500094,268,2,43673.33,0.1
158,500095,475,1,9662.06,0.05
159,500096,340,1,107500.96,0.05
160,500096,126,2,9524.82,0.05
161,500096,227,1,2336.42,0.0
162,500097,215,1,3423.96,0.2
163,500097,91,1,37891.56,0.15
164,500098,233,1,17198.03,0.0
165,500099,152,2,7532.6,0.15
166,500099,21,1,4651.33,0.0
167,500099,47,1,21471.0,0.05
168,500099,1,1,1356.88,0.0
169,500100,391,3,9745.76,0.0
170,500100,449,1,26953.08,0.0
171,500101,310,1,796.37,0.0
172,500101,112,1,7877.83,0.1
173,500102,285,2,9801.96,0.0
174,500102,321,2,8001.09,0.2
175,500103,281,2,14014.49,0.05
176,500104,245,1,19602.94,0.0
177,500104,197,2,2371.21,0.1
178,500105,82,3,1826.79,0.1
179,500105,14,3,6619.25,0.1
180,500105,178,1,90679.19,0.0
181,500106,223,1,5581.94,0.0
182,500107,284,2,13460.2,0.1
183,500107,143,2,13975.37,0.05
184,500108,195,1,7495.53,0.0
185,500109,208,2,67417.32,0.05
186,500110,22,1,4303.17,0.15
187,500110,318,1,4453.68,0.0
188,500111,317,3,9920.05,0.0
189,500112,76,1,5700.81,0.05
190,500113,202,2,7656.35,0.0
191,500114,46,3,20783.59,0.1
192,500115,312,2,37597.62,0.05
193,500116,310,1,796.37,0.0
194,500116,213,1,3207.04,0.1
195,500117,134,2,6070.21,0.05
196,500118,367,2,117552.92,0.1
197,500118,30,2,5074.07,0.15
198,500118,277,1,16442.43,0.0
199,500118,329,1,5181.96,0.15
200,500119,449,1,26953.08,0.0
201,500120,26,3,34742.3,0.1
202,500121,319,2,8074.73,0.05
203,500122,322,2,10719.48,0.1
204,500123,97,1,26940.65,0.05
205,500124,87,1,5287.18,0.0
206,500125,391,1,9745.76,0.1
207,500125,1,3,1356.88,0.0
208,500125,285,3,9801.96,0.1
209,500126,1,3,1356.88,0.1
210,500127,193,1,114027.74,0.0
211,500128,18,2,52056.04,0.0
212,500128,415,1,968.24,0.0
213,500129,475,1,9662.06,0.0
214,500129,472,1,3872.04,0.05
215,500129,411,2,15598.65,0.0
216,500130,426,1,699.93,0.0
217,500130,286,1,52276.08,0.1
218,500130,189,2,29970.5,0.05
219,500130,113,1,4968.89,0.0
220,500131,375,1,20992.84,0.0
221,500131,130,1,13458.74,0.2
222,500132,226,1,7015.29,0.0
223,500132,453,1,6526.22,0.15
224,500133,109,3,5036.55,0.0
225,500133,21,1,4651.33,0.0
226,500134,230,1,8558.59,0.1
227,500135,100,1,7777.87,0.1
228,500135,99,2,11195.09,0.1
229,500136,173,2,19581.59,0.05
230,500136,245,3,19602.94,0.1
231,500137,412,4,10271.38,0.0
232,500138,478,3,25150.92,0.0
233,500138,35,1,14141.81,0.0
234,500139,56,3,47690.86,0.2
235,500139,453,1,6526.22,0.0
236,500140,139,2,49097.52,0.1
237,500141,333,2,15253.11,0.05
238,500142,313,2,14102.9,0.15
239,500143,34,1,5575.22,0.05
240,500144,438,3,8548.98,0.15
241,500144,24,1,20171.06,0.1
242,500144,162,1,7237.27,0.0
243,500145,277,1,16442.43,0.2
244,500146,93,1,7531.02,0.0
245,500146,390,1,8629.73,0.1
246,500147,418,1,31397.56,0.2
247,500147,394,1,28344.04,0.05
248,500147,187,4,6839.22,0.0
249,500148,168,1,29130.62,0.05
250,500148,298,2,4404.65,0.1
251,500149,56,2,47690.86,0.0
252,500149,464,2,6868.74,0.0
253,500149,18,1,52056.04,0.0
254,500149,227,1,2336.42,0.0
255,500150,161,1,2031.32,0.1
256,500150,240,1,71134.93,0.2
257,500151,60,4,21033.84,0.05
258,500151,319,3,8074.73,0.05
259,500151,143,1,13975.37,0.0
260,500151,402,2,6534.45,0.15
261,500152,329,3,5181.96,0.15
262,500152,390,1,8629.73,0.05
263,500152,478,1,25150.92,0.15
264,500152,482,2,2070.83,0.05
265,500153,499,1,2286.33,0.05
266,500154,438,1,8548.98,0.15
267,500155,189,3,29970.5,0.0
268,500155,342,1,110627.26,0.05
269,500156,350,2,39908.14,0.15
270,500156,417,2,47924.42,0.0
271,500157,14,1,6619.25,0.05
272,500157,80,1,3685.62,0.05
273,500157,252,1,12753.87,0.05
274,500158,111,2,7728.96,0.0
275,500159,352,1,1054.67,0.0
276,500159,74,1,72730.62,0.0
277,500160,466,2,50338.17,0.0
278,500161,36,1,102593.44,0.0
279,500162,105,2,9372.98,0.0
280,500163,212,3,14124.97,0.0
281,500164,197,1,2371.21,0.0
282,500165,221,1,13287.71,0.1
283,500165,138,1,8707.69,0.1
284,500165,88,1,1820.57,0.05
285,500166,228,3,119767.32,0.0
286,500167,14,1,6619.25,0.0
287,500167,103,2,14572.46,0.0
288,500168,330,1,8862.55,0.05
289,500169,363,1,25573.13,0.05
290,500169,488,1,18320.62,0.0
291,500170,30,1,5074.07,0.15
292,500171,62,2,62572.22,0.1
293,500172,309,1,46248.06,0.1
294,500173,28,1,6754.68,0.05
295,500173,162,3,7237.27,0.05
296,500173,44,1,2717.45,0.0
297,500174,159,1,4313.21,0.05
298,500174,316,2,7659.43,0.05
299,500175,186,1,23831.06,0.05
300,500176,151,1,3719.47,0.05
301,500177,195,1,7495.53,0.0
302,500178,59,2,20438.72,0.1
303,500179,380,3,7267.87,0.15
304,500180,131,4,6407.05,0.0
305,500181,237,1,24754.1,0.0
306,500181,317,1,9920.05,0.0
307,500181,199,1,5547.31,0.0
308,500182,297,1,9533.8,0.0
309,500183,233,1,17198.03,0.0
310,500183,135,2,13138.07,0.0
311,500184,459,1,15332.57,0.1
312,500184,217,1,2466.14,0.0
313,500184,412,1,10271.38,0.0
314,500185,437,2,8813.58,0.1
315,500186,36,2,102593.44,0.0
316,500187,28,2,6754.68,0.1
317,500188,360,1,47840.05,0.15
318,500188,276,1,22855.25,0.1
319,500189,168,1,29130.62,0.05
320,500189,262,4,5264.14,0.0
321,500190,136,2,16168.61,0.1
322,500190,373,1,22271.18,0.1
323,500191,335,1,10315.61,0.0
324,500191,114,2,23798.39,0.05
325,500191,49,4,16442.92,0.05
326,500192,388,3,104155.95,0.05
327,500193,63,1,16898.65,0.1
328,500194,158,3,1831.29,0.05
329,500195,410,2,5306.34,0.1
330,500196,272,1,55937.46,0.05
331,500197,435,1,7472.51,0.1
332,500197,196,2,1276.79,0.0
333,500198,243,2,38715.68,0.0
334,500199,363,4,25573.13,0.05
335,500199,265,1,25674.53,0.0
336,500200,312,2,37597.62,0.05
337,500201,177,1,491.57,0.15
338,500201,275,1,100422.8,0.05
339,500202,330,2,8862.55,0.1
340,500202,253,1,26060.75,0.0
341,500203,308,1,11712.79,0.1
342,500204,408,2,20880.67,0.0
343,500205,27,1,6760.46,0.05
344,500205,496,4,4826.39,0.15
345,500206,235,1,1765.5,0.0
346,500207,495,3,40264.12,0.2
347,500208,458,4,3155.42,0.0
348,500209,404,2,14376.53,0.05
349,500210,299,1,4078.9,0.05
350,500211,293,1,25172.59,0.0
351,500211,275,1,100422.8,0.0
352,500212,311,1,3323.64,0.15
353,500213,42,4,39899.08,0.05
354,500213,302,1,14263.57,0.0
355,500214,61,3,14831.09,0.0
356,500215,413,2,14673.42,0.2
357,500215,450,1,12125.48,0.05
358,500215,376,3,28154.73,0.0
359,500215,406,1,6130.15,0.05
360,500216,26,1,34742.3,0.0
361,500217,483,1,66493.58,0.0
362,500218,284,2,13460.2,0.05
363,500219,145,3,32321.73,0.1
364,500220,134,1,6070.21,0.0
365,500221,386,2,22470.54,0.05
366,500222,442,3,21000.66,0.2
367,500222,25,1,119127.62,0.0
368,500223,213,1,3207.04,0.1
369,500224,388,3,104155.95,0.0
370,500225,424,4,3545.25,0.05
371,500226,344,1,4173.37,0.05
372,500226,120,1,54097.85,0.15
373,500227,296,1,6055.2,0.05
374,500228,479,1,5881.0,0.2
375,500229,273,2,88865.96,0.0
376,500230,169,4,2326.65,0.1
377,500231,239,1,6454.06,0.1
378,500232,204,1,5063.09,0.0
379,500233,208,1,67417.32,0.1
380,500234,8,1,44484.41,0.0
381,500235,88,2,1820.57,0.0
382,500236,176,3,9677.27,0.1
383,500236,315,4,46797.71,0.0
384,500237,477,1,9863.07,0.0
385,500238,413,1,14673.42,0.0
386,500239,441,1,25468.35,0.0
387,500240,129,3,2863.74,0.05
388,500241,411,2,15598.65,0.0
389,500242,414,1,17809.23,0.0
390,500243,137,1,61609.91,0.1
391,500244,334,1,8011.5,0.0
392,500244,36,2,102593.44,0.0
393,500244,279,1,10325.32,0.0
394,500244,90,1,3455.71,0.15
395,500245,20,2,27000.66,0.05
396,500245,167,1,62113.55,0.0
397,500246,20,1,27000.66,0.0
398,500247,276,1,22855.25,0.05
399,500247,54,1,45947.28,0.0
400,500248,413,1,14673.42,0.0
401,500249,447,1,10930.74,0.15
402,500250,401,1,25995.66,0.0
403,500250,290,1,11179.88,0.1
404,500251,181,1,8279.63,0.1
405,500251,346,4,10411.02,0.1
406,500252,433,1,4711.18,0.0
407,500253,49,1,16442.92,0.1
408,500254,35,1,14141.81,0.2
409,500254,395,1,6495.02,0.05
410,500255,211,1,12151.74,0.0
411,500256,287,1,11265.7,0.0
412,500257,429,1,7104.95,0.0
413,500258,434,2,31733.41,0.15
414,500258,412,1,10271.38,0.05
415,500259,190,1,5564.14,0.0
416,500260,491,1,4108.79,0.05
417,500261,411,2,15598.65,0.15
418,500261,362,2,6144.3,0.05
419,500262,177,1,491.57,0.15
420,500263,315,4,46797.71,0.05
421,500263,462,2,6660.53,0.0
422,500264,178,2,90679.19,0.2
423,500265,218,4,71335.52,0.05
424,500265,133,1,7030.86,0.0
425,500265,413,1,14673.42,0.0
426,500266,154,3,9225.48,0.0
427,500266,71,3,41433.39,0.05
428,500266,456,1,3532.12,0.05
429,500266,156,1,794.55,0.1
430,500267,453,1,6526.22,0.15
431,500268,475,2,9662.06,0.0
432,500269,190,2,5564.14,0.05
433,500270,430,1,11407.34,0.1
434,500270,158,1,1831.29,0.0
435,500270,110,2,4267.5,0.1
436,500270,135,2,13138.07,0.05
437,500271,363,2,25573.13,0.15
438,500272,212,1,14124.97,0.15
439,500273,271,1,6145.79,0.05
440,500273,289,1,40187.64,0.0
441,500274,141,1,24000.48,0.0
442,500274,316,2,7659.43,0.05
443,500275,158,1,1831.29,0.0
444,500275,57,3,17423.13,0.05
445,500276,27,2,6760.46,0.05
446,500276,428,1,13030.31,0.0
447,500277,220,1,66995.64,0.15
448,500277,112,3,7877.83,0.05
449,500278,184,2,19475.7,0.0
450,500279,339,2,14790.98,0.0
451,500280,469,1,4328.67,0.0
452,500281,340,1,107500.96,0.05
453,500282,278,4,36196.06,0.1
454,500283,37,1,26289.42,0.0
455,500283,447,1,10930.74,0.15
456,500284,294,1,14904.28,0.0
457,500285,432,1,44756.57,0.0
458,500285,262,3,5264.14,0.1
459,500285,422,4,46613.03,0.0
460,500286,116,1,22960.85,0.0
461,500287,283,3,38001.7,0.05
462,500288,217,4,2466.14,0.1
463,500288,360,2,47840.05,0.05
464,500288,117,1,28998.83,0.15
465,500288,424,4,3545.25,0.05
466,500289,402,1,6534.45,0.0
467,500290,263,1,13346.12,0.0
468,500290,497,1,29836.62,0.0
469,500291,62,3,62572.22,0.0
470,500292,5,2,4738.63,0.05
471,500292,63,2,16898.65,0.2
472,500292,113,3,4968.89,0.05
473,500293,298,1,4404.65,0.1
474,500293,139,1,49097.52,0.0
475,500293,403,1,1198.87,0.15
476,500294,7,2,69280.33,0.0
477,500295,48,1,72060.02,0.0
478,500295,132,1,24008.63,0.0
479,500296,400,3,2819.38,0.0
480,500296,395,1,6495.02,0.05
481,500297,355,2,13233.21,0.1
482,500297,111,2,7728.96,0.0
483,500297,403,2,1198.87,0.1
484,500297,329,1,5181.96,0.05
485,500298,352,1,1054.67,0.05
486,500299,485,1,112612.79,0.1
487,500299,318,1,4453.68,0.0
488,500299,227,1,2336.42,0.05
489,500300,248,1,47139.4,0.1
490,500301,151,1,3719.47,0.0
491,500302,150,3,1891.48,0.1
492,500303,366,2,1908.63,0.0
493,500303,329,1,5181.96,0.0
494,500303,184,3,19475.7,0.05
495,500303,279,1,10325.32,0.2
496,500304,98,1,5413.28,0.2
497,500304,401,1,25995.66,0.05
498,500305,257,1,7351.05,0.15
499,500305,193,1,114027.74,0.0
500,500306,221,1,13287.71,0.0
501,500307,304,1,27045.4,0.05
502,500307,431,2,8397.95,0.15
503,500308,92,4,14877.81,0.1
504,500309,50,1,3036.5,0.05
505,500309,334,2,8011.5,0.0
506,500310,412,2,10271.38,0.05
507,500311,122,1,9084.76,0.15
508,500312,386,3,22470.54,0.1
509,500313,287,1,11265.7,0.0
510,500314,425,1,15979.14,0.1
511,500314,3,1,664.06,0.05
512,500315,34,1,5575.22,0.05
513,500315,172,2,10640.16,0.0
514,500316,23,1,3177.28,0.15
515,500316,406,1,6130.15,0.1
516,500317,487,2,4818.04,0.05
517,500318,295,1,45303.17,0.05
518,500318,274,1,20583.37,0.0
519,500318,221,1,13287.71,0.2
520,500319,298,1,4404.65,0.0
521,500319,118,1,9328.66,0.1
522,500320,138,3,8707.69,0.1
523,500320,139,3,49097.52,0.05
524,500321,105,1,9372.98,0.05
525,500322,40,1,23708.12,0.05
526,500322,448,4,90531.18,0.0
527,500323,69,2,22275.42,0.15
528,500323,26,2,34742.3,0.05
529,500324,187,1,6839.22,0.05
530,500325,373,2,22271.18,0.0
531,500325,149,1,31020.06,0.05
532,500326,30,1,5074.07,0.0
533,500326,272,2,55937.46,0.05
534,500327,124,1,13636.3,0.0
535,500327,399,4,16751.15,0.2
536,500328,251,2,4497.86,0.05
537,500328,243,3,38715.68,0.1
538,500329,313,1,14102.9,0.1
539,500329,243,2,38715.68,0.0
540,500330,222,1,49866.23,0.2
541,500330,492,1,57051.94,0.05
542,500330,85,3,3093.5,0.05
543,500331,96,1,44469.74,0.05
544,500332,231,1,2337.01,0.0
545,500333,211,1,12151.74,0.1
546,500334,338,1,2406.2,0.05
547,500335,65,2,6739.63,0.1
548,500336,38,2,3614.61,0.15
549,500336,361,4,1997.53,0.0
550,500337,253,1,26060.75,0.05
551,500337,202,2,7656.35,0.15
552,500338,315,1,46797.71,0.0
553,500338,400,2,2819.38,0.0
554,500339,367,2,117552.92,0.0
555,500340,230,1,8558.59,0.15
556,500341,371,1,49992.19,0.1
557,500342,56,1,47690.86,0.05
558,500342,426,1,699.93,0.05
559,500343,12,1,6090.02,0.0
560,500344,155,2,10335.57,0.0
561,500345,330,2,8862.55,0.05
562,500346,7,2,69280.33,0.1
563,500347,243,1,38715.68,0.0
564,500347,490,1,15773.06,0.0
565,500347,421,1,11053.18,0.15
566,500347,294,1,14904.28,0.0
567,500348,455,2,1510.35,0.0
568,500349,66,1,1674.87,0.1
569,500350,430,2,11407.34,0.1
570,500351,318,1,4453.68,0.05
571,500351,492,1,57051.94,0.05
572,500352,7,2,69280.33,0.15
573,500353,139,1,49097.52,0.0
574,500353,39,4,11781.72,0.05
575,500353,211,1,12151.74,0.05
576,500353,115,1,12322.6,0.05
577,500354,359,2,2789.78,0.05
578,500355,52,4,24933.71,0.15
579,500355,51,2,103220.44,0.2
580,500356,291,1,10498.47,0.2
581,500356,308,1,11712.79,0.05
582,500357,260,2,6955.34,0.1
583,500357,380,1,7267.87,0.0
584,500358,195,2,7495.53,0.15
585,500358,444,1,26578.53,0.0
586,500359,28,1,6754.68,0.0
587,500360,271,3,6145.79,0.15
588,500360,469,1,4328.67,0.1
589,500361,179,1,8319.59,0.0
590,500362,443,1,14726.78,0.0
591,500362,449,1,26953.08,0.1
592,500363,93,2,7531.02,0.05
593,500364,418,2,31397.56,0.0
594,500365,72,1,14913.98,0.05
595,500365,87,1,5287.18,0.05
596,500366,384,3,1207.75,0.1
597,500366,386,1,22470.54,0.05
598,500367,463,2,41693.85,0.1
599,500367,190,2,5564.14,0.0
600,500368,318,1,4453.68,0.05
601,500369,384,1,1207.75,0.15
602,500369,422,1,46613.03,0.2
603,500370,184,1,19475.7,0.1
604,500370,311,1,3323.64,0.0
605,500370,365,1,12631.09,0.0
606,500371,135,1,13138.07,0.1
607,500371,247,1,2371.46,0.05
608,500372,318,2,4453.68,0.05
609,500372,293,2,25172.59,0.15
610,500373,7,1,69280.33,0.0
611,500374,14,2,6619.25,0.1
612,500375,337,1,77729.62,0.2
613,500376,151,1,3719.47,0.1
614,500377,218,1,71335.52,0.0
615,500378,145,1,32321.73,0.05
616,500378,283,3,38001.7,0.0
617,500379,294,3,14904.28,0.2
618,500380,189,1,29970.5,0.0
619,500380,435,2,7472.51,0.05
620,500381,466,4,50338.17,0.05
621,500381,472,1,3872.04,0.15
622,500381,435,3,7472.51,0.05
623,500382,201,3,5793.82,0.1
624,500383,239,1,6454.06,0.05
625,500384,70,2,33145.81,0.2
626,500384,144,1,2000.65,0.2
627,500385,80,1,3685.62,0.05
628,500386,302,1,14263.57,0.0
629,500387,40,1,23708.12,0.0
630,500388,275,3,100422.8,0.05
631,500389,137,1,61609.91,0.0
632,500390,77,1,45372.12,0.1
633,500390,172,2,10640.16,0.0
634,500391,73,1,5311.55,0.0
635,500392,134,2,6070.21,0.0
636,500393,330,1,8862.55,0.0
637,500394,478,1,25150.92,0.05
638,500395,13,2,31411.93,0.1
639,500395,213,1,3207.04,0.0
640,500396,62,1,62572.22,0.05
641,500397,369,1,40311.09,0.15
642,500398,177,1,491.57,0.05
643,500398,77,1,45372.12,0.0
644,500398,445,1,18387.92,0.1
645,500399,126,1,9524.82,0.0
646,500399,240,2,71134.93,0.2
647,500400,317,1,9920.05,0.1
648,500400,338,1,2406.2,0.05
649,500400,61,1,14831.09,0.0
650,500401,29,2,24030.68,0.05
651,500401,273,1,88865.96,0.15
652,500401,310,4,796.37,0.0
653,500402,346,1,10411.02,0.1
654,500402,218,1,71335.52,0.0
655,500403,159,4,4313.21,0.0
656,500404,498,2,23398.01,0.0
657,500404,393,1,43868.72,0.05
658,500405,44,2,2717.45,0.05
659,500406,418,1,31397.56,0.2
660,500407,269,1,9085.34,0.1
661,500407,485,1,112612.79,0.05
662,500408,489,1,9114.61,0.0
663,500409,236,1,17160.72,0.0
664,500409,19,1,13790.1,0.0
665,500410,159,2,4313.21,0.05
666,500410,462,1,6660.53,0.2
667,500411,80,1,3685.62,0.0
668,500411,489,2,9114.61,0.15
669,500411,36,1,102593.44,0.1
670,500412,134,4,6070.21,0.2
671,500413,204,2,5063.09,0.0
672,500414,210,1,1319.06,0.0
673,500415,427,4,13415.95,0.1
674,500416,87,4,5287.18,0.1
675,500416,311,4,3323.64,0.1
676,500417,342,1,110627.26,0.0
677,500418,418,1,31397.56,0.05
678,500419,124,1,13636.3,0.1
679,500420,193,1,114027.74,0.1
680,500420,254,1,1246.22,0.1
681,500420,320,1,109154.27,0.05
682,500421,493,1,18572.35,0.0
683,500421,313,1,14102.9,0.1
684,500422,30,1,5074.07,0.1
685,500422,401,1,25995.66,0.15
686,500423,334,4,8011.5,0.05
687,500423,466,1,50338.17,0.15
688,500424,478,3,25150.92,0.1
689,500424,306,2,49847.87,0.15
690,500425,136,2,16168.61,0.05
691,500426,202,1,7656.35,0.2
692,500427,245,1,19602.94,0.15
693,500428,258,2,14277.54,0.1
694,500428,85,2,3093.5,0.1
695,500428,80,1,3685.62,0.0
696,500429,427,3,13415.95,0.0
697,500429,299,1,4078.9,0.05
698,500429,394,1,28344.04,0.2
699,500430,407,1,5562.55,0.0
700,500430,32,2,4705.12,0.0
701,500431,408,2,20880.67,0.05
702,500432,448,2,90531.18,0.0
703,500433,63,2,16898.65,0.0
704,500434,320,1,109154.27,0.0
705,500435,72,1,14913.98,0.1
706,500435,123,1,11402.85,0.0
707,500435,407,1,5562.55,0.05
708,500435,499,2,2286.33,0.0
709,500436,170,1,9255.29,0.1
710,500437,446,1,7036.15,0.1
711,500438,496,2,4826.39,0.15
712,500439,338,2,2406.2,0.05
713,500440,196,1,1276.79,0.0
714,500440,141,1,24000.48,0.05
715,500440,424,2,3545.25,0.1
716,500441,64,1,24113.89,0.1
717,500442,48,1,72060.02,0.0
718,500443,438,1,8548.98,0.0
719,500444,446,1,7036.15,0.05
720,500445,380,1,7267.87,0.0
721,500445,190,1,5564.14,0.0
722,500446,93,1,7531.02,0.15
723,500446,11,1,21524.32,0.15
724,500446,90,3,3455.71,0.0
725,500447,199,1,5547.31,0.2
726,500448,436,4,5072.84,0.0
727,500448,282,3,21145.43,0.2
728,500449,460,2,1287.32,0.0
729,500449,390,1,8629.73,0.0
730,500449,106,2,45699.06,0.05
731,500450,79,1,111284.37,0.1
732,500451,186,1,23831.06,0.0
733,500451,20,1,27000.66,0.05
734,500452,226,1,7015.29,0.0
735,500453,60,2,21033.84,0.0
736,500454,241,1,6588.28,0.15
737,500455,398,3,5053.88,0.05
738,500456,342,2,110627.26,0.0
739,500456,99,2,11195.09,0.0
740,500456,299,1,4078.9,0.15
741,500457,147,2,2791.91,0.0
742,500457,343,1,19819.77,0.0
743,500458,25,2,119127.62,0.2
744,500458,238,1,61326.0,0.05
745,500458,279,1,10325.32,0.1
746,500458,361,4,1997.53,0.0
747,500459,486,3,60605.54,0.05
748,500459,102,1,2909.1,0.1
749,500459,77,1,45372.12,0.05
750,500460,428,1,13030.31,0.1
751,500460,15,1,77496.34,0.15
752,500461,227,3,2336.42,0.0
753,500461,378,1,17778.8,0.0
754,500461,50,3,3036.5,0.2
755,500462,291,2,10498.47,0.1
756,500463,147,2,2791.91,0.05
757,500463,493,3,18572.35,0.15
758,500464,341,4,9177.31,0.05
759,500465,453,1,6526.22,0.0
760,500466,20,1,27000.66,0.1
761,500466,173,1,19581.59,0.0
762,500466,31,1,70394.22,0.0
763,500467,242,1,38389.44,0.05
764,500467,204,1,5063.09,0.1
765,500467,236,3,17160.72,0.05
766,500467,155,1,10335.57,0.0
767,500468,150,1,1891.48,0.05
768,500468,56,1,47690.86,0.05
769,500468,12,2,6090.02,0.05
770,500469,319,2,8074.73,0.0
771,500469,39,1,11781.72,0.2
772,500469,201,1,5793.82,0.0
773,500470,8,1,44484.41,0.1
774,500471,98,2,5413.28,0.0
775,500471,20,1,27000.66,0.0
